temprature,power_usage,usage_percent
45,12743,6
45,12743,6
45,12743,6
45,12743,6
45,12743,6
45,12743,6
45,12743,6
45,12743,6
45,12743,6
45,12743,6
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
45,12698,2
